rel	size
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (E).wav	15573094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (G#_Ab).wav	15573094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (G).wav	15573094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (A#_Bb).wav	16149844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (A).wav	16149844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (F#_Gb).wav	15573094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/3. Cello High & Long (Major_Minor) - 高音长音大提琴（大小调通用）/Cello High & Long (C#_Db).wav	15573094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (F).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (B).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (G).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (F#_Gb).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (A).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (D#_Eb).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (G#_Ab).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (A#_Bb).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (C).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (E).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (C#_Db).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/10. Warm Keys (Major) - 暖调键盘音色（大调）/Warm Keys (D).wav	9892108
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (D#_Eb).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (G#_Ab).wav	6345640
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (E).wav	6345636
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (D).wav	6345636
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (C#_Db).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (B).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (F#_Gb).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (A).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (F).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (G).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (C).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/13. Violin Flow (Major) - 流畅连奏小提琴（大调）/Violin Flow (A#_Bb).wav	6345638
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (G#m_Abm).wav	9228844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (A#m_Bbm).wav	9228844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (Dm).wav	9805594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (F#m_Gbm).wav	9228844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (Bm).wav	9228844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (D#m_Ebm).wav	9805594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (Gm).wav	9228844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (Cm).wav	9228844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (Em).wav	9805594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (Am).wav	9228844
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (C#m_Dbm).wav	9805594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/18. Cello Night 2 (Minor) - 暗夜大提琴音色2（小调）/Cello Night 2 (Fm).wav	9805594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - Am.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - Cm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - Fm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - Gm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - Dm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - Bm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - G#m_Abm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - D#m_Ebm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - A#m_Bbm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - F#m_Gbm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - C#m_Dbm.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/22. In My Dreams (Minor) - 梦境氛围音色（小调）/In My Dreams - Em.wav	11305144
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (Fm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (Am).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (D#m_Ebm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (A#m_Bbm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (Gm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (Cm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (Bm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (Em).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (C#m_Dbm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (G#m_Abm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (F#m_Gbm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/17. Cello Night 1 (Minor) - 暗夜大提琴音色1（小调）/Cello Night 1 (Dm).wav	12112594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (B).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (F).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (G#_Ab).wav	9539542
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (C).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (G).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (A#_Bb).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (A).wav	9539542
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (C#_Db).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (E).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (F#_Gb).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (D).wav	9539542
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/12. String Wonder (Major) - 梦幻弦乐合奏（大调）/String Wonder (D#_Eb).wav	9539540
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - Bm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - A#m_Bbm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - Dm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - Em.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - G#m_Abm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - Gm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - Fm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - C#m_Dbm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - Am.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - D#m_Ebm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - Cm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/21. Harp Synth (Minor) - 合成竖琴（小调）/Harp Synth - F#m_Gbm.wav	7772552
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (F#_Gb).wav	13266802
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (C#_Db).wav	14420326
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (D).wav	14420326
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (A#_Bb).wav	14420324
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (G).wav	13266802
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (D#_Eb).wav	13266806
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (C).wav	14420326
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (F).wav	13266802
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (B).wav	14420330
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (G#_Ab).wav	13266804
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (A).wav	14420326
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/1. Violin High & Long (Major_Minor) - 高音长音小提琴（大小调通用）/Violin High & Long (E).wav	13266806
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (G#m_Abm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (F#m_Gbm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (A#m_Bbm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (Am).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (Fm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (Bm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (D#m_Ebm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (Gm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (C#m_Dbm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (Em).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (Cm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/15. Violin Medium (Minor) - 中层次小提琴（小调）/Violin Medium (Dm).wav	14419594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/8. Cello Color 1 (Major) - 质感大提琴音色1（大调）/Cello Color 1 (F#_Gb).wav	6345094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/8. Cello Color 1 (Major) - 质感大提琴音色1（大调）/Cello Color 1 (D#_Eb).wav	6345094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/8. Cello Color 1 (Major) - 质感大提琴音色1（大调）/Cello Color 1 (F).wav	6345094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/8. Cello Color 1 (Major) - 质感大提琴音色1（大调）/Cello Color 1 (G).wav	6345094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/8. Cello Color 1 (Major) - 质感大提琴音色1（大调）/Cello Color 1 (E).wav	6345094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/2. Riffs_Melodies-重复连复段_旋律音色（非速度同步）/8. Cello Color 1 (Major) - 质感大提琴音色1（大调）/Cello Color 1 (A#_Bb).wav	7498594
