旧路径	库内现路径	大小	md5	类型
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/03 Trailer Hit B.wav	03_项目素材/LTT_V30All/03 Trailer Hit B.wav	3096362	ed08b60c0958eb67df93e3a7ad07c44a	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/04 Dark Truth.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/04 Dark Truth.wav	2935762	85c24023bb57840cef9746f19358ce2d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/05 Solid Hit.wav	03_项目素材/LTT_V30All/05 Solid Hit.wav	2208880	eac110690cb9dfb3394023b4c91ec99e	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/06 Whoosh Hit A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/06 Whoosh Hit A.wav	4554930	5f7b111a349e3e9126fe2a132e130577	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/08 Piano Hit A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/08 Piano Hit A.wav	9044322	cdd60ae81f332975e2c1654c0cb6d26a	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/09 Piano Hit B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/09 Piano Hit B.wav	7957258	c116e40b3c1e408c0bbe582d059412df	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/10 Too Late.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/10 Too Late.wav	3476210	838650b56d8c27e3bdd3030f21d95764	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/11 Sharp Hit.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/11 Sharp Hit.wav	3301146	2e4dbdc8393026aa025b8cc4d382f75b	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/12 Dark Metal A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/12 Dark Metal A.wav	2571346	b5406686020c8b6e00c3ae7a207d66e5	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/13 Dark Metal B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/13 Dark Metal B.wav	1413222	fd281a778c77d2e6aa52a66b031771ec	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/14 Worst Case A.wav	03_项目素材/LTT_V30All/14 Worst Case A.wav	5881954	48bc96529003b1011a0fbfa414f96bbd	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/15 Worst Case B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/15 Worst Case B.wav	4436650	7301f889d6ea72bb145bddc97c6c7c1d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/16 Piano Stab.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/16 Piano Stab.wav	3213706	39d341b75bc6f1c6f2dc5ef38ee1efa6	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/17 Ghost Hit.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/17 Ghost Hit.wav	4195770	0d6f5cb590db56fbf3defc9b4b2bfa4d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/19 Sub Drop.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/19 Sub Drop.wav	3436058	57037a820745c7d7fd25af52c668b085	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/02 - Hits/Hits/20 Say What.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/02 - Hits/Hits/20 Say What.wav	6005482	79c16948392ad05718ad3c518709df86	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 01 Deep Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 01 Deep Whoosh A.wav	2552818	71b5bf92435966843b7e98f27e841399	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 02 Deep Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 02 Deep Whoosh B.wav	4986362	9a4b4820a1d1df23585c56e34da7903b	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 03 Exhale Long.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 03 Exhale Long.wav	4621946	39277772d9f34bc5c233807b1d9a3f98	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 04 Exhale Short.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 04 Exhale Short.wav	2565170	bed85055b064efd4c347363d66f7902c	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 05 Drone Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 05 Drone Whoosh.wav	5128418	ccf1d17462e87e3ba08dd0cc0056e1d7	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 06 Neutral Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 06 Neutral Whoosh.wav	3046938	1d8a1e0f53cca6dc9658e1b4e3300d9d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 07 Mother Ship A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 07 Mother Ship A.wav	5634890	a552f8b04de9e9a87fed2a699e61493a	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 08 Mother Ship B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 08 Mother Ship B.wav	8760202	b6aeaed71adf4d56237f1a0ecc70cd31	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 09 Mother Ship C.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 09 Mother Ship C.wav	3856058	a7e0b990a2d4d9cb56ab95424fb6c7bd	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 10 Mother Ship D.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 10 Mother Ship D.wav	3707826	959cf8343ef1df5745146dad89485d18	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 11 Flange Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 11 Flange Whoosh A.wav	4029002	954f6d17f344d18963c94c8f5fdf288d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 12 Flange Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 12 Flange Whoosh B.wav	4646650	aa8fda1b038473c696d5ce2904111a20	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 13 Fast Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 13 Fast Whoosh A.wav	1037284	7a88940845bb80a0a6e604749fa4c48c	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 15 Quick Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 15 Quick Whoosh A.wav	1432358	d149f4d0b5c6ddd85d51ba6a5104d267	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 16 Quick Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 16 Quick Whoosh B.wav	1318382	5b86df5346117a2fbf2544511d7346be	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 17 Simple Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 17 Simple Whoosh.wav	888250	34afbf1a8ffcfcf0e9e236026f52592d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 18 Low Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 18 Low Whoosh A.wav	6079602	c0bb47c3fae537cf79c914da767363e5	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 19 Low Whoosh B.wav	03_项目素材/LTT_V30All/AN 19 Low Whoosh B.wav	4325474	fac4d2038b5f409f744560e95dd8f4db	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Analog/AN 20 Whoosh Pulse.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Analog/AN 20 Whoosh Pulse.wav	2728154	2be1478b2a8f0638740efc1c49a42dec	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 01 Deep Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 01 Deep Whoosh A.wav	2707234	b34e71ce74e279741e9e85d44f57e428	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 03 Exhale Long.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 03 Exhale Long.wav	4807242	915198908b96fc37cb72972acf4c6e21	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 04 Exhale Short.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 04 Exhale Short.wav	2565170	fb58163b984f3c84b25d2c0bb35ffbaa	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 05 Drone Whoosh.wav	03_项目素材/LTT_V30All/DS 05 Drone Whoosh.wav	5128418	9033c5b36d75c49cdc45347641a052e3	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 06 Neutral Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 06 Neutral Whoosh.wav	3046938	b46789b02b7ad428582616ff94bf1e20	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 07 Mother Ship A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 07 Mother Ship A.wav	5634890	55f08947d46b2096a820d926846b9a2c	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 08 Mother Ship B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 08 Mother Ship B.wav	8760202	30fe6cc7a3faf5543607cc344bd44067	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 09 Mother Ship C.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 09 Mother Ship C.wav	3856058	0b6e46f7401b60f36ab9098ad40182e9	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 10 Mother Ship D.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 10 Mother Ship D.wav	3707826	cc4cbffdb23ebee5359d8910126ed02f	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 11 Flange Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 11 Flange Whoosh A.wav	4029002	399e1920040335cab4b4d7fa133f0176	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 12 Flange Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 12 Flange Whoosh B.wav	4683714	f6a2eed9cc394e4b38083f5fb7b35c9e	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 13 Fast Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 13 Fast Whoosh A.wav	1037284	d3544e0508775a920e628a1011de95f9	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 14 Fast Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 14 Fast Whoosh B.wav	1657226	d974d4488e5553093dadf94a56c89234	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 15 Quick Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 15 Quick Whoosh A.wav	1496642	f25ff9e8409a72146456546168fa5456	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 17 Simple Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 17 Simple Whoosh.wav	965458	003da10bcd6df576cb50451cdf4f5ec1	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 19 Low Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 19 Low Whoosh B.wav	6005482	059d391157509829a48578b53b03cefd	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Distortion/DS 20 Whoosh Pulse.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Distortion/DS 20 Whoosh Pulse.wav	2867818	79291811628b68ed2d3dce49f200c017	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 01 Deep Whoosh A.wav	99_待整理/_命名冲突/03_项目素材/LTT_V30All/SL 01 Deep Whoosh A.wav	3269504	27904eb4242b2e97987e9b0b727bc08d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 03 Exhale Long.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 03 Exhale Long.wav	5056068	863f9ea3934a370ffecd92437a18a8f4	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 04 Exhale Short.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 04 Exhale Short.wav	2917452	86b17e8634dddd63d9c0ac9b6ac80140	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 05 Drone Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 05 Drone Whoosh.wav	4824444	72289f5e043dbc7ed6dde4dafde56cef	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 06 Neutral Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 06 Neutral Whoosh.wav	3397670	bcbcf69823ae082ec1b523c26e938128	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 07 Mother Ship A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 07 Mother Ship A.wav	6078052	21a74d5ad9167407cd9498c5876fd1c0	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 08 Mother Ship B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 08 Mother Ship B.wav	8528256	2a829f21fdbbc73cf3cbf46b52c9d04d	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 09 Mother Ship C.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 09 Mother Ship C.wav	4203708	e1ed05eb653268268b08213af5aab4d7	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 10 Mother Ship D.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 10 Mother Ship D.wav	4109516	6c4ec63e1e209253dc14c4a9d797c1da	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 11 Flange Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 11 Flange Whoosh A.wav	4351948	4492fea7ab1d5d8631866a4e6967b453	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 12 Flange Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 12 Flange Whoosh B.wav	5264524	427ce3beefe81201d16634c41685ac88	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 13 Fast Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 13 Fast Whoosh A.wav	1469060	9ccbeb6ae082447fc483cb343243ce11	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 14 Fast Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 14 Fast Whoosh B.wav	1754724	6c0b3a74764e36e40738ce5ed2aa549a	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 15 Quick Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 15 Quick Whoosh A.wav	2136124	6c1815bffddd720b8157d860d30f5183	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 16 Quick Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 16 Quick Whoosh B.wav	1946196	dc1331658c86759d2a65f61660df51b1	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 17 Simple Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 17 Simple Whoosh.wav	1452076	4c6c92c4290e793fad4ac06beb65c55e	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 18 Low Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 18 Low Whoosh A.wav	6229994	07871fad2c8041bfe49f3354f4d0a792	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 19 Low Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 19 Low Whoosh B.wav	4738794	a41a562234917ffdaf4fbfc7cecfa63b	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Silk/SL 20 Whoosh Pulse.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Silk/SL 20 Whoosh Pulse.wav	3377604	4e87950f461bad7fa73ee6bff743036c	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Space/SP 01 Deep Whoosh A.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Space/SP 01 Deep Whoosh A.wav	6112250	0c035349dcb787fdd65dd7c3c39cdda6	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Space/SP 02 Deep Whoosh B.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Space/SP 02 Deep Whoosh B.wav	7893556	4d5766e899b982be446446d1da738a5c	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Space/SP 03 Exhale Long.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Space/SP 03 Exhale Long.wav	7841464	d5ad612440270e2e8a744edeef2f41f0	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Space/SP 04 Exhale Short.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Space/SP 04 Exhale Short.wav	5392196	38f0ce2aa07573568e3f128c8a82bcc1	dup_main
音乐&音效库/大气深沉2【音效：紧张气氛片头转场渲染无损音效素材包】/Archetype_SFX/Archetype SFX WAV/03 - Whooshes/Whooshes - Space/SP 05 Drone Whoosh.wav	02_中文音效合集/气氛音乐音效/Archetype SFX/03 - Whooshes/Whooshes - Space/SP 05 Drone Whoosh.wav	6897242	bb875e67a468dced382b1ef93c7d9fbc	dup_main
